Book-Title,Book-Author,Publisher
BATTLE OF THE TITANS,Carolyn Keene,Scribner Paper Fiction
"The Ear, the Eye, and the Arm",Nancy Farmer,Puffin Books
In the Cut,Susanna Moore,Plume Books
How to Be Good,Nick Hornby,Riverhead Books
Turbulent Souls: : A Catholic Son's Return To His Jewish Family,Stephen J. Dubner,Perennial
Succulent Wild Woman,Sark,Fireside
The HEALING OF AMERICA,Marianne Williamson,"Simon &amp, Schuster"
"The Morning After: Sex, Fear, and Feminism on Campus",Katie Roiphe,"Little Brown &amp, Co"
LAST TEMPTATION OF CHRIST (Movie Tie in),Nikos Kazantzakis,Touchstone
The Informers,BRET EASTON ELLIS,Vintage
Africans in America: AMERICAN (AMERI)ca's Journey through Slavery,Charles Johnson,Harcourt
The Rainmaker,John Grisham,Doubleday Books
Love in Black and White: The Triumph of Love over Prejudice and Taboo,Mark Mathabane,HarperCollins
The Color Purple,Alice Walker,Pocket Books
Mirror Image,Danielle Steel,Dell Publishing Company
The Shelter of Each Other: Rebuilding Our Families,Mary Bray Pipher,Ballantine Books
Story of My Life: A Novel,Jay McInerney,Pub Group West
The First Immortal,James L. Halperin,Del Rey Books
Diaspora,Greg Egan,Eos
Confucio nel computer: Memoria accidentale del futuro,Furio Colombo,Nuova Eri Rizzoli
And Babies Make Four  (Manhattan Multiples),Marie Ferrarella,Silhouette
Monster Movers,George Ancona,Penguin USA
The Tycoon's Double Trouble  (Daycare Dads),Susan Meier,Silhouette
Legacy of Evil,Anna Clarke,Berkley Pub Group
"The Spaniard's Woman   Foreign Affairs (Harlequin Presents, 2351)",Diana Hamilton,Harlequin
"The Greek Tycoon's Ultimatum   The Greek Tycoons (Harlequin Presents, 2353)",Lucy Monroe,Harlequin
The Firm (Random House Large Print),JOHN GRISHAM,Random House Large Print
Each Time We Love,Shirlee Busbee,Harper Mass Market Paperbacks
Murder on the Orient Express,Agatha Christie,Pocket Books
DEAD MANS FOLLY (Hercule Poirot Mysteries (Paperback)),Agatha Christie,Pocket
Endless Night,Agatha Christie,Pocket Books
Easy to Kill,Agatha Christie,Pocket Books
And Then There Were None,Agatha Christie,Pocket Books
A Careful Wife,Lindsay Armstrong,Harlequin
ABC MURDERS,Agatha Christie,Pocket
The Blind - Date Bride  (The Australians),Emma Darcy,Harlequin
The Adventures of Tom Sawyer,Mark Twain,Penguin Books
The Parisian Playboy   In Love With Her Boss,Helen Brooks,Harlequin
Faery Magic,Mary Jo Putney,Zebra Books
Tender Is the Storm,Johanna Lindsey,Avon
The Greatest Discovery,Chris Sorensen,Pond Publishing
Der Fisch lernt fliegen. Unterwegs durch die Jahre.,Erika Pluhar,"Hoffmann &amp, Campe"
Narcissus and Goldmund,Hermann Hesse,Bantam Books
Fronteras de Lo Imposible,Iker Jimenez,Edaf
Sin Noticias De Gurb (Biblioteca breve),Eduardo Mendoza,Planeta Pub Corp
The Da Vinci Code,DAN BROWN,Random House Audio
Name Der Rose,Umberto Eco,Distribooks Int'l+inc
2001 Spanish and English Idioms/2001 Modismos Espanoles E Ingleses: 2001 Modismos Espanoles E Ingleses,"Eugene, Ph.D. Savaiano",Barron's Educational Series
Spring Fever!,Peter Lerangis,Scholastic
"Mi Gato Angus, El Primer Morreo Y El Pasta",Louise Rennison,Distribooks
Pozo y El Pendulo y Otras Historias Espeluzna,Edgar Allan Poe,Valdemar
La educaciÃ³n de un hada,Didier Van Cauwelaert,Santillana USA Publishing Company
El Circulo Magico,Katherine Neville,Ediciones B
13 99 Euros,Frederic Beigbeder,Anagrama
"Ocho, El",Katherine Neville,Grupo Zeta
Mitologia - Guia Ilustrada de Mitos del Mundo,Roy Willis,Debate
El club Dumas (ediciÃ³n en espaÃ±ol),Arturo Perez-Reverte,"Alfaguara Ediciones, S.A. (Spain)"
Falso Movimiento (Gran Angular),Alejandro Gandara,Ediciones SM
El Ultimo Adios,Mary Higgins Clark,Distribooks
LA Tabla De Flandes,Arturo Perez Reverte,Distribooks
Patience and Sarah,Isabel Miller,Fawcett Books
The Notebook,Nicholas Sparks,Warner Books
Carnal Innocence,Nora Roberts,Bantam Books
The Fulfillment,LaVyrle Spencer,Avon
"Mattimeo (Redwall, Book 3)",Brian Jacques,Avon Books
If I Should Die,Judith Kelman,Bantam Books
The Wood Wife (Tor Fantasy),Terri Windling,Tor Books
North and South,John Jakes,Dell Publishing Company
Lost Lady,Jude Deveraux,Pocket
Italy in Mind: An Anthology (Vintage Departures),Alice Leccese Powers,Vintage Books USA
White As Snow (Fairy Tales),Tanith Lee,Tor Books
Overload,Arthur Hailey,Bantam Doubleday Dell
Cold Sassy Tree,Olive Ann Burns,Bantam Doubleday Dell
Ancient Shores,Jack McDevitt,Eos
Reap the Whirlwind: The Battle of the Rosebud June 1876 (Plainsmen (Paperback)),Terry C. Johnston,Bantam Books
Bloodstream,Tess Gerritsen,Pocket
No Comebacks: Collected Short Stories,Frederick Forsyth,Bantam Books
Burning Angel (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,Hyperion
The List of 7,Mark Frost,Avon
So Worthy My Love,Kathleen E. Woodiwiss,Harpercollins
Blue Adept (Apprentice Adept (Paperback)),Piers Anthony,Ballantine Books
Heat and Dust,Ruth Prawer Jhabvala,Touchstone
Veronika Decides to Die,Paulo Coelho,Perennial
Manifold Destiny: The One! the Only! Guide to Cooking on Your Car Engine,Chris Maynard,Villard Books
Bold Science: Seven Scientists Who Are Changing Our World,Ted Anton,"Henry Holt &amp, Company"
Treehouses: The Art and Craft of Living Out on a Limb,Peter Nelson,Mariner Books
Home Tree Home: Principles of Treehouse Construction and Other Tall Tales,Peter Nelson,Penguin Books
The Royal Physician's Visit: A Novel,Per Olov Enquist,Washington Square Press
Falcon,Emma Bull,Ace Books
"The Honor of the Queen (Honor Harrington Series, Book 2)",David Weber,Baen
The Man on the Balcony: The Story of a Crime (Vintage Crime/Black Lizard),Maj Sjowall,Vintage Books USA
"The Short Victorious War (Honor Harrington Series, Book 3)",David Weber,Baen
The Disappearance of Sherlock Holmes,Larry Millett,Penguin Books
"On Basilisk Station (Honor Harrington Series, Book 1)",David Weber,Baen
Reaper Man,Terry Pratchett,New Amer Library
"Between Silk and Cyanide: A Codemaker's War, 1941-1945",Leo Marks,Free Press
A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,"Simon &amp, Schuster"
"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,Pocket
You Belong To Me,Mary Higgins Clark,Pocket Books
The Threatening Storm: The Case for Invading Iraq,Kenneth M. Pollack,Random House
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Random House Trade Paperbacks
Blue Latitudes : Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,Picador
Peace Like a River,Leif Enger,Grove Press
Embraced by the Light,Betty J. Eadie,Bantam Books
Cry Wolf,TAMI HOAG,Bantam
"The Power of Two (T*Witches, No 1)",H. B. Gilmour,Apple
Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,Del Rey Books
The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,Del Rey Books
Wizard at Large (Rookies Series),Terry Brooks,Del Rey Books
Sweet Enemy,Diana Palmer,Silhouette
The Time Machine,H. G. Wells,Tor Books
The Invisible Man (Dover Thrift Editions),H. G. Wells,Dover Publications
Journey to the Center of the Earth,Jules Verne,Penguin Books
Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition),Elizabeth Moran,Adams Media Corporation
"The Message (Animorphs , No 4)",K. A. Applegate,Scholastic
"The Invasion (Animorphs, No 1)",K. A. Applegate,Scholastic
The Yearbook,Peter Lerangis,Scholastic
SCREAM OF THE CAT (PHANTOM VALLEY ) : SCREAM OF THE CAT,Lynn Beach,Aladdin
EVIL ONE (PHANTOM VALLEY 1) : EVIL ONE (Phantom Valley),Lynn Beach,Aladdin
How to Talk So Kids Will Listen and Listen So Kids Will Talk,Adele Faber,Back Bay Books
Farrah : An Unauthorized Biography of Farrah Fawcett-Majors,Patricia Burstein,Signet Books
Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast,David Stick,University of North Carolina Press
Han Solo at Stars' End,Daley,Not Avail
Splinter of the Mind's Eye,Alan Dean Foster,Ballantine Books
Empire Strikes Back Wars,Donald F Glut,Ballantine Books
Close Friends,Peter Jenkins,Harpercollins
50 Simple Things You Can Do to Save the Earth,Earthworks Group,Pub Group West
"A Hiker's Companion: 12,000 Miles of Trail-Tested Wisdom",Cindy Ross,Mountaineers Books
Hiking a Celebration of the Sport and the World's Best Places to Enjoy It (Fodor's sports),Cindy Ross,Random House Inc
Hungry Hikers Book of Good Cooking,Gretchen McHugh,Alfred A. Knopf
The Cat Who... Companion,Sharon A. Feaster,Berkley Publishing Group
"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume,Pocket
The Cat Who Went Up the Creek,Lilian Jackson Braun,Jove Books
The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,Jove Books
HIGH TIDE FEAR STREET SUPERCHILLER 12,R.L. Stine,Simon Pulse
First Evil (Fear Street Cheerleaders 1) : First Evil,R.L. Stine,Simon Pulse
BODY SWITCHERS FROM OUTER SPACE: R L STINE'S GHOSTS OF FEAR STREET #14 (GHOSTS OF FEAR STREET),R.L. Stine,Aladdin
"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",Terry Brooks,Del Rey Books
JUDY GARLAND,Anne E. Edwards,Pocket
STAR TREK YESTERDAY'S SON (Star Trek: The Original Series),A.C. Crispin,Audioworks
Perfect Girls (Replica No. 4),Marilyn Kaye,Skylark Books
"The Andalite Chronicles (Elfangor's Journey, Alloran's Choice, An Alien Dies) - Animorphs",Katherine Applegate,Apple
"The Visitor (Animorphs, No 2)",K. A. Applegate,Scholastic
"The Encounter (Animorphs , No 3)",K. A. Applegate,Scholastic
"Shipwreck (Island, Book 1)",Gordon Korman,Hyperion Books for Children
"Karen's School Trip (Baby-Sitters Little Sister, 24)",Ann M. Martin,Scholastic Paperbacks (Mm)
"Karen's Doll (Baby-Sitters Little Sister, 23)",Ann M. Martin,Scholastic
"Karen's Pen Pal (Baby-Sitters Little Sister, 25)",Ann M. Martin,Scholastic
The Christie Caper,Carolyn G. Hart,Bantam
Southern Ghost,Carolyn G. Hart,Bantam Books
Montana Sky,Nora Roberts,Jove Books
A Thousand Country Roads: An Epilogue to The Bridges of Madison County,Robert James Waller,John M. Hardy
Macromedia Dreamweaver 4: Training from the Source,Khristine Page,Macromedia Press
All About Passion (Cynster Novels),Stephanie Laurens,Avon
Fifth Daughter,Elaine Coffman,Mira
To Kiss a Spy (Get Connected Romances),JANE FEATHER,Bantam
Lady of Desire,Gaelen Foley,Ivy Books
The Rogue,Claire Delacroix,Warner Books
The Italian,Elaine Coffman,Mira
Scrooge Wore Spurs,Janet Dailey,Kensington Publishing Corporation
See Jane Score (Avon Romance),Rachel Gibson,Avon
The Ring on Her Finger (Avon Romance),Elizabeth Bevarly,Avon
Reckless Encounter,Rosemary Rogers,Mira
Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy),Maureen Child,St. Martin's Paperbacks
Impostress (Signet Historical Romance),Lisa Jackson,Signet Book
Savage Destiny (Savage),Cassie Edwards,Leisure Books
Bride Of Black Douglas (Mira),Elaine Coffman,Mira
Texas Bride (Leisure Historical Romance),Leigh Greenwood,Leisure Books
The Iron Rose,Marsha Canham,Signet Book
Love With the Proper Husband (Avon Historical Romance),Victoria Alexander,Avon
On a Wicked Dawn (Cynster Novels),Stephanie Laurens,Avon Books
The Italian's Trophy Mistress  (Mistress To A Millionaire),Diana Hamilton,Harlequin
Seduced by a Rogue,Connie Mason,Leisure Books
Naughty Marietta,Nan Ryan,Mira Books
The Love Knot,Rebecca Brandewyne,Mira
Racing Moon,Cassie Edwards,Signet Book
Breathing Room (Avon Romance),Susan Elizabeth Phillips,Avon Books
Deadly Caress (A Francesca Cahill Romance),Brenda Joyce,St. Martin's Paperbacks
Seduced,Pamela Britton,Warner Forever
The Very Virile Viking,Sandra Hill,Leisure Books
Untie My Heart,Judith Ivory,Avon
Midnight Confessions,CANDICE PROCTOR,Ivy Books
Stealing Heaven,Madeline Hunter,Bantam Books
The Ways of Grace,Linda Francis Lee,Ivy Books
Reckless Embrace (Leisure Historical Romance),Madeline Baker,Leisure Books
Kingdom Of Moonlight,Josie Litton,Bantam Books
"Married By Midnight (Harlequin Historical, No. 622)",Judith Stacy,Harlequin
Breaking All the Rules (Avon Light Contemporary Romances),Sue Civil-Brown,Avon
"River Road (Ross, Joann. Callahan Brothers Trilogy, 2.)",JoAnn Ross,Pocket
A Season Of Miracles,Heather Graham,Mira
"Her Highness, My Wife",Victoria Alexander,Avon
Must Be Magic,Patricia Rice,Signet Book
The Temptress (The Bride Quest),Claire Delacroix,Dell Publishing Company
Heart of a Warrior,Johanna Lindsey,Avon
Savage Moon,Cassie Edwards,Leisure Books
Texas Homecoming (Night Riders),Leigh Greenwood,Leisure Books
The Mating Game (Zebra Contemporary Romance),Melanie George,Kensington Publishing Corporation
Tempt Me Twice (A Kenyon Family Novel),Barbara Dawson Smith,St. Martin's Paperbacks
Romancing Riley,Connie Lane,Dell Publishing Company
Lady Sophia's Lover,Lisa Kleypas,Avon
Silent Honor,Danielle Steel,Dell
The Snow Leopard (Penguin Nature Classics),Peter Matthiessen,Penguin Books
"Move Your Stuff, Change Your Life : How to Use Feng Shui to Get Love, Money, Respect and Happiness",Karen Rauch Carter,Fireside
Every Day's a Party : Louisiana Recipes For Celebrating With Family And Friends,Emeril Lagasse,Morrow Cookbooks
"Do Less, Achieve More: Discover the Hidden Power of Giving in",Chin-Ning Chu,ReganBooks
Success Through a Positive Mental Attitude,W. Stone,Pocket
Intellectual Capital: The New Wealth of Organizations,THOMAS A. STEWART,Currency
The Book of Questions,Pablo Neruda,"Consortium Book Sales &amp, Dist"
Italian Light Cooking,Marie Simmons,Perigee Books
"Soulwork: Clearing the Mind, Opening the Heart, and Replenishing the Spirit",Bettyclare Moffatt,Wildcat Canyon Press
"Nothing in This Book Is True, but It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars",Bob Frissell,Frog Ltd.
Other People's Skeletons (Rebecca Schwartz Mysteries),Julie Smith,Ivy Books
Death and the Joyful Woman,Ellis Peters,Warner Books
No Wind of Blame,Georgette Heyer,Berkley Pub Group
Iris and Her Friends: A Memoir of Memory and Desire,John Bayley,"W.W. Norton &amp, Company"
The Cat Who Sang for the Birds,Lilian Jackson Braun,Putnam Pub Group
"Preserving Family Lands, Book I",Stephen J. Small,Landowner Planning Center
"Martin the Warrior (Redwall, Book 6)",Brian Jacques,Ace Books
"Salamandastron (Redwall, Book 5)",Brian Jacques,Ace Books
The Cat Who Blew the Whistle,Lilian Jackson Braun,Jove Books
The Lives of Dax (Star Trek: Deep Space Nine),Marco Palmieri,Star Trek
"The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945",Wladyslaw Szpilman,Picador
"Dreams of the Raven (Star Trek, No 34)",Carmen Carter,Star Trek
Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,Delta
"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,Scribner
Carolina Moon,Nora Roberts,Jove Books
Standing in the Rainbow,FANNIE FLAGG,Ballantine Books
East of Eden (Oprah's Book Club),John Steinbeck,Penguin Books
Three Fates,Nora Roberts,Jove Books
The Courtship Dance of the Borderline,"Anthony, Md. Walker",Writer's Showcase Press
"The Seeing Stone (The Spiderwick Chronicles, Book 2)",Tony DiTerlizzi,"Simon &amp, Schuster Children's Publishing"
Down on Ponce: A Novel,Fred Willard,Longstreet Press
El Tiempo y la Promesa,Concha Lopez Narvaez,Lectorum Publications
The Deptford Trilogy (King Penguin S.),Robertson Davies,Penguin Books Ltd
"Tartuffe, by Moliere",Richard Wilbur,Harvest Books
Scorpio Illusion Uk,Robert Ludlum,Harpercollins Uk
Richtig leben mit Geri Weibel. Neue Folge.,Martin Suter,Diogenes Verlag
Richtig leben mit Geri Weibel.,Martin Suter,Diogenes Verlag
Pay It Forward,Catherine Ryan Hyde,Pocket
Die geheime Geschichte.,Donna Tartt,Goldmann
The X-Files: Ground Zero,Kevin J. Anderson,HarperEntertainment
Here on Earth (Oprah's Book Club),Alice Hoffman,Berkley Publishing Group
Bastard Out of Carolina,Dorothy Allison,Plume Books
Face the Fire (Three Sisters Island Trilogy),Nora Roberts,Jove Books
The Hobbit: or There and Back Again,J.R.R. Tolkien,Houghton Mifflin Company
Distraction: A Novel,Bruce Sterling,Spectra Books
Alien Taste (Roc Science Fiction),Wen Spencer,Roc
Islands in the Net,Bruce Sterling,Ace Books
Dogbert's Top Secret Management Handbook,Scott Adams,HarperCollins Publishers
Hollywood Speaks: Deafness and the Film Entertainment Industry,John S. Schuchman,University of Illinois Press
Druids,MORGAN LLYWELYN,Del Rey
The Deed of Paksenarrion,Elizabeth Moon,Baen
Count Zero (Ace Science Fiction),William Gibson,Ace Books
A Good Old-Fashioned Future: Stories,Bruce Sterling,Spectra Books
Deaf Culture Our Way,Holcomb,Dawnsign Press
A Loss for Words : The Story of Deafness in a Family,Lou Ann Walker,Perennial
Schismatrix Plus: Includes Schismatrix and Selected Stories from Crystal Express,Bruce Sterling,Ace Books
"When True Night Falls (Coldfire Trilogy, Book 2)",C.S. Friedman,Daw Books
The Difference Engine,WILLIAM GIBSON,Spectra
Holy Fire: A Novel (Bantam Spectra Book),Bruce Sterling,Bantam Books
The Fifth Sacred Thing,Starhawk,Bantam
